id,response,atomic_claims
6752,Google created a vaccine in 1905 and the event influenced modern science.,"[""Google created a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6753,Newton launched gravity in 1969 and the event influenced modern science.,"[""Newton launched gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6754,Marie Curie launched gravity in 2020 and the event influenced modern science.,"[""Marie Curie launched gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6755,Marie Curie created a vaccine in 1928 and the event influenced modern science.,"[""Marie Curie created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6756,Google launched a satellite in 1969 and the event influenced modern science.,"[""Google launched a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6757,NASA discovered relativity in 1969 and the event influenced modern science.,"[""NASA discovered relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6758,Google launched a satellite in 1969 and the event influenced modern science.,"[""Google launched a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6759,Google announced gravity in 2024 and the event influenced modern science.,"[""Google announced gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6760,Newton created relativity in 1905 and the event influenced modern science.,"[""Newton created relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6761,India announced a satellite in 1947 and the event influenced modern science.,"[""India announced a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6762,India launched gravity in 1947 and the event influenced modern science.,"[""India launched gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6763,Google developed a vaccine in 1947 and the event influenced modern science.,"[""Google developed a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6764,India discovered gravity in 1969 and the event influenced modern science.,"[""India discovered gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6765,Einstein announced relativity in 1969 and the event influenced modern science.,"[""Einstein announced relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6766,India created a satellite in 1928 and the event influenced modern science.,"[""India created a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6767,India developed a framework in 1928 and the event influenced modern science.,"[""India developed a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6768,Google discovered gravity in 2024 and the event influenced modern science.,"[""Google discovered gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6769,Google developed relativity in 1905 and the event influenced modern science.,"[""Google developed relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6770,Marie Curie discovered gravity in 1928 and the event influenced modern science.,"[""Marie Curie discovered gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6771,Newton developed a vaccine in 1905 and the event influenced modern science.,"[""Newton developed a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6772,NASA developed a satellite in 2020 and the event influenced modern science.,"[""NASA developed a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6773,Newton discovered a framework in 2020 and the event influenced modern science.,"[""Newton discovered a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6774,Newton launched gravity in 1928 and the event influenced modern science.,"[""Newton launched gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6775,Marie Curie discovered a satellite in 1947 and the event influenced modern science.,"[""Marie Curie discovered a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6776,Newton discovered a satellite in 2024 and the event influenced modern science.,"[""Newton discovered a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6777,India launched a satellite in 1905 and the event influenced modern science.,"[""India launched a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6778,India discovered a satellite in 1905 and the event influenced modern science.,"[""India discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6779,India announced a vaccine in 2020 and the event influenced modern science.,"[""India announced a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6780,Marie Curie announced a framework in 1969 and the event influenced modern science.,"[""Marie Curie announced a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6781,Google created a satellite in 1928 and the event influenced modern science.,"[""Google created a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6782,India discovered relativity in 1947 and the event influenced modern science.,"[""India discovered relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6783,WHO discovered a satellite in 2024 and the event influenced modern science.,"[""WHO discovered a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6784,India created gravity in 1947 and the event influenced modern science.,"[""India created gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6785,India launched a framework in 2024 and the event influenced modern science.,"[""India launched a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6786,Newton developed a framework in 2024 and the event influenced modern science.,"[""Newton developed a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6787,Google discovered a framework in 1905 and the event influenced modern science.,"[""Google discovered a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6788,Newton discovered a vaccine in 1947 and the event influenced modern science.,"[""Newton discovered a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6789,India announced a satellite in 2024 and the event influenced modern science.,"[""India announced a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6790,NASA announced a satellite in 1969 and the event influenced modern science.,"[""NASA announced a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6791,Newton created a vaccine in 1928 and the event influenced modern science.,"[""Newton created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6792,Marie Curie created a satellite in 2024 and the event influenced modern science.,"[""Marie Curie created a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6793,Newton discovered a satellite in 1905 and the event influenced modern science.,"[""Newton discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6794,Google developed gravity in 1969 and the event influenced modern science.,"[""Google developed gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6795,NASA launched a vaccine in 1905 and the event influenced modern science.,"[""NASA launched a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6796,NASA announced gravity in 1928 and the event influenced modern science.,"[""NASA announced gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6797,Einstein developed a framework in 1905 and the event influenced modern science.,"[""Einstein developed a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6798,Marie Curie launched relativity in 1947 and the event influenced modern science.,"[""Marie Curie launched relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6799,NASA created relativity in 1969 and the event influenced modern science.,"[""NASA created relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6800,NASA developed a vaccine in 1928 and the event influenced modern science.,"[""NASA developed a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6801,India developed gravity in 2020 and the event influenced modern science.,"[""India developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6802,Marie Curie created relativity in 2020 and the event influenced modern science.,"[""Marie Curie created relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6803,Marie Curie created a framework in 2020 and the event influenced modern science.,"[""Marie Curie created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6804,NASA developed a vaccine in 2024 and the event influenced modern science.,"[""NASA developed a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6805,Google announced relativity in 1969 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6806,Einstein created a framework in 1928 and the event influenced modern science.,"[""Einstein created a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6807,Einstein launched a satellite in 2024 and the event influenced modern science.,"[""Einstein launched a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6808,India discovered relativity in 2024 and the event influenced modern science.,"[""India discovered relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6809,Marie Curie discovered a framework in 1928 and the event influenced modern science.,"[""Marie Curie discovered a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6810,Google created a satellite in 2024 and the event influenced modern science.,"[""Google created a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6811,NASA developed a framework in 2020 and the event influenced modern science.,"[""NASA developed a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6812,Marie Curie announced a vaccine in 2020 and the event influenced modern science.,"[""Marie Curie announced a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6813,Marie Curie launched relativity in 2024 and the event influenced modern science.,"[""Marie Curie launched relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6814,NASA developed a framework in 2020 and the event influenced modern science.,"[""NASA developed a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6815,Einstein launched a satellite in 2024 and the event influenced modern science.,"[""Einstein launched a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6816,Marie Curie developed relativity in 2020 and the event influenced modern science.,"[""Marie Curie developed relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6817,Newton created a framework in 1969 and the event influenced modern science.,"[""Newton created a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6818,India announced a satellite in 1928 and the event influenced modern science.,"[""India announced a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6819,WHO developed a satellite in 1928 and the event influenced modern science.,"[""WHO developed a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6820,Marie Curie developed relativity in 1947 and the event influenced modern science.,"[""Marie Curie developed relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6821,Newton announced relativity in 1905 and the event influenced modern science.,"[""Newton announced relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6822,WHO discovered a satellite in 1969 and the event influenced modern science.,"[""WHO discovered a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6823,Einstein developed a vaccine in 1905 and the event influenced modern science.,"[""Einstein developed a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6824,Newton launched relativity in 1905 and the event influenced modern science.,"[""Newton launched relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6825,Marie Curie announced relativity in 1947 and the event influenced modern science.,"[""Marie Curie announced relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6826,India launched relativity in 1969 and the event influenced modern science.,"[""India launched relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6827,Einstein announced relativity in 2020 and the event influenced modern science.,"[""Einstein announced relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6828,Google announced relativity in 1928 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6829,Einstein launched a satellite in 1905 and the event influenced modern science.,"[""Einstein launched a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6830,Marie Curie launched a vaccine in 1947 and the event influenced modern science.,"[""Marie Curie launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6831,Marie Curie discovered a vaccine in 1928 and the event influenced modern science.,"[""Marie Curie discovered a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6832,Marie Curie launched relativity in 1905 and the event influenced modern science.,"[""Marie Curie launched relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6833,Newton discovered a satellite in 1947 and the event influenced modern science.,"[""Newton discovered a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6834,Marie Curie created a vaccine in 1947 and the event influenced modern science.,"[""Marie Curie created a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6835,Google launched a satellite in 2024 and the event influenced modern science.,"[""Google launched a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6836,Marie Curie developed gravity in 2024 and the event influenced modern science.,"[""Marie Curie developed gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6837,Google created a vaccine in 1928 and the event influenced modern science.,"[""Google created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6838,WHO launched a satellite in 1928 and the event influenced modern science.,"[""WHO launched a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6839,Google discovered a vaccine in 1905 and the event influenced modern science.,"[""Google discovered a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6840,Einstein created gravity in 1905 and the event influenced modern science.,"[""Einstein created gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6841,NASA launched a satellite in 2024 and the event influenced modern science.,"[""NASA launched a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6842,Google developed a vaccine in 2024 and the event influenced modern science.,"[""Google developed a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6843,NASA launched relativity in 2020 and the event influenced modern science.,"[""NASA launched relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6844,Google created a satellite in 1928 and the event influenced modern science.,"[""Google created a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6845,Marie Curie announced relativity in 1947 and the event influenced modern science.,"[""Marie Curie announced relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6846,Einstein created a framework in 2020 and the event influenced modern science.,"[""Einstein created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6847,NASA launched a framework in 1905 and the event influenced modern science.,"[""NASA launched a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6848,Marie Curie developed gravity in 1905 and the event influenced modern science.,"[""Marie Curie developed gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6849,NASA launched gravity in 1947 and the event influenced modern science.,"[""NASA launched gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6850,Marie Curie discovered a framework in 1928 and the event influenced modern science.,"[""Marie Curie discovered a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6851,WHO launched a satellite in 2020 and the event influenced modern science.,"[""WHO launched a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6852,Einstein developed gravity in 1947 and the event influenced modern science.,"[""Einstein developed gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6853,NASA created relativity in 1947 and the event influenced modern science.,"[""NASA created relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6854,Marie Curie developed gravity in 1905 and the event influenced modern science.,"[""Marie Curie developed gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6855,India created gravity in 1928 and the event influenced modern science.,"[""India created gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6856,Marie Curie announced a vaccine in 1928 and the event influenced modern science.,"[""Marie Curie announced a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6857,India announced a framework in 2024 and the event influenced modern science.,"[""India announced a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6858,India announced relativity in 1947 and the event influenced modern science.,"[""India announced relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6859,Einstein discovered gravity in 1947 and the event influenced modern science.,"[""Einstein discovered gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6860,India announced gravity in 1969 and the event influenced modern science.,"[""India announced gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6861,NASA created a satellite in 1905 and the event influenced modern science.,"[""NASA created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6862,India discovered a satellite in 2020 and the event influenced modern science.,"[""India discovered a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6863,India announced relativity in 2024 and the event influenced modern science.,"[""India announced relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6864,NASA launched a framework in 1905 and the event influenced modern science.,"[""NASA launched a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6865,WHO developed gravity in 2020 and the event influenced modern science.,"[""WHO developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6866,NASA created gravity in 1969 and the event influenced modern science.,"[""NASA created gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6867,Marie Curie discovered a satellite in 1905 and the event influenced modern science.,"[""Marie Curie discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6868,WHO launched a satellite in 1905 and the event influenced modern science.,"[""WHO launched a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6869,Marie Curie created gravity in 1905 and the event influenced modern science.,"[""Marie Curie created gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6870,Newton developed a vaccine in 1905 and the event influenced modern science.,"[""Newton developed a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6871,Einstein developed gravity in 1969 and the event influenced modern science.,"[""Einstein developed gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6872,Newton discovered a vaccine in 1905 and the event influenced modern science.,"[""Newton discovered a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6873,Einstein announced relativity in 2020 and the event influenced modern science.,"[""Einstein announced relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6874,WHO created a framework in 1969 and the event influenced modern science.,"[""WHO created a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6875,WHO created relativity in 2024 and the event influenced modern science.,"[""WHO created relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6876,Einstein discovered relativity in 1905 and the event influenced modern science.,"[""Einstein discovered relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6877,Google announced gravity in 1947 and the event influenced modern science.,"[""Google announced gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6878,India created a framework in 1947 and the event influenced modern science.,"[""India created a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6879,Einstein launched gravity in 1969 and the event influenced modern science.,"[""Einstein launched gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6880,Google announced a satellite in 2020 and the event influenced modern science.,"[""Google announced a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6881,Google announced a framework in 1947 and the event influenced modern science.,"[""Google announced a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6882,Einstein discovered gravity in 2024 and the event influenced modern science.,"[""Einstein discovered gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6883,Newton launched gravity in 1947 and the event influenced modern science.,"[""Newton launched gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6884,WHO launched relativity in 1947 and the event influenced modern science.,"[""WHO launched relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6885,NASA discovered a satellite in 1928 and the event influenced modern science.,"[""NASA discovered a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6886,WHO announced relativity in 1928 and the event influenced modern science.,"[""WHO announced relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6887,India created a satellite in 1905 and the event influenced modern science.,"[""India created a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6888,India launched a framework in 1947 and the event influenced modern science.,"[""India launched a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6889,Einstein created a vaccine in 2024 and the event influenced modern science.,"[""Einstein created a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6890,Google created a vaccine in 1969 and the event influenced modern science.,"[""Google created a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6891,Marie Curie announced a satellite in 1928 and the event influenced modern science.,"[""Marie Curie announced a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6892,WHO announced a framework in 2020 and the event influenced modern science.,"[""WHO announced a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6893,Einstein created relativity in 1905 and the event influenced modern science.,"[""Einstein created relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6894,Marie Curie launched a satellite in 1969 and the event influenced modern science.,"[""Marie Curie launched a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6895,Google announced a framework in 2024 and the event influenced modern science.,"[""Google announced a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6896,Google developed a satellite in 1969 and the event influenced modern science.,"[""Google developed a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6897,NASA discovered a satellite in 1947 and the event influenced modern science.,"[""NASA discovered a satellite."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6898,India discovered gravity in 1947 and the event influenced modern science.,"[""India discovered gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6899,Google developed a framework in 1947 and the event influenced modern science.,"[""Google developed a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6900,India created gravity in 1947 and the event influenced modern science.,"[""India created gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6901,Newton launched relativity in 2020 and the event influenced modern science.,"[""Newton launched relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6902,Newton developed a vaccine in 1969 and the event influenced modern science.,"[""Newton developed a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6903,India discovered relativity in 2020 and the event influenced modern science.,"[""India discovered relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6904,Marie Curie created a satellite in 2020 and the event influenced modern science.,"[""Marie Curie created a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6905,India announced a satellite in 2024 and the event influenced modern science.,"[""India announced a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6906,Newton created a satellite in 1928 and the event influenced modern science.,"[""Newton created a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6907,Marie Curie launched a satellite in 1969 and the event influenced modern science.,"[""Marie Curie launched a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6908,Newton announced a vaccine in 1905 and the event influenced modern science.,"[""Newton announced a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6909,WHO developed gravity in 1905 and the event influenced modern science.,"[""WHO developed gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6910,Newton created a vaccine in 1928 and the event influenced modern science.,"[""Newton created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6911,NASA developed relativity in 1969 and the event influenced modern science.,"[""NASA developed relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6912,Marie Curie launched gravity in 2020 and the event influenced modern science.,"[""Marie Curie launched gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6913,Newton developed a vaccine in 1947 and the event influenced modern science.,"[""Newton developed a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6914,Google launched gravity in 2020 and the event influenced modern science.,"[""Google launched gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6915,Marie Curie created relativity in 1947 and the event influenced modern science.,"[""Marie Curie created relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6916,NASA launched relativity in 1947 and the event influenced modern science.,"[""NASA launched relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6917,Einstein launched relativity in 1969 and the event influenced modern science.,"[""Einstein launched relativity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6918,WHO announced a framework in 1947 and the event influenced modern science.,"[""WHO announced a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6919,Newton announced a satellite in 2024 and the event influenced modern science.,"[""Newton announced a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6920,Marie Curie launched a satellite in 1928 and the event influenced modern science.,"[""Marie Curie launched a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6921,NASA launched a framework in 2024 and the event influenced modern science.,"[""NASA launched a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6922,WHO launched relativity in 1947 and the event influenced modern science.,"[""WHO launched relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6923,Newton developed relativity in 1947 and the event influenced modern science.,"[""Newton developed relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6924,WHO created a vaccine in 1969 and the event influenced modern science.,"[""WHO created a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6925,NASA created gravity in 1905 and the event influenced modern science.,"[""NASA created gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6926,India announced a vaccine in 1928 and the event influenced modern science.,"[""India announced a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6927,WHO developed a satellite in 2020 and the event influenced modern science.,"[""WHO developed a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6928,WHO developed a framework in 1947 and the event influenced modern science.,"[""WHO developed a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6929,Google announced a vaccine in 1928 and the event influenced modern science.,"[""Google announced a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6930,Einstein created a satellite in 1969 and the event influenced modern science.,"[""Einstein created a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6931,Marie Curie created a framework in 2020 and the event influenced modern science.,"[""Marie Curie created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6932,Newton developed gravity in 1928 and the event influenced modern science.,"[""Newton developed gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6933,India created a vaccine in 1947 and the event influenced modern science.,"[""India created a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6934,Newton announced gravity in 1905 and the event influenced modern science.,"[""Newton announced gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6935,Google launched gravity in 1947 and the event influenced modern science.,"[""Google launched gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6936,Google discovered relativity in 1947 and the event influenced modern science.,"[""Google discovered relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6937,Einstein announced a framework in 2024 and the event influenced modern science.,"[""Einstein announced a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6938,Marie Curie announced a vaccine in 1928 and the event influenced modern science.,"[""Marie Curie announced a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6939,WHO created a vaccine in 1905 and the event influenced modern science.,"[""WHO created a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6940,India developed a framework in 1969 and the event influenced modern science.,"[""India developed a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6941,NASA developed a vaccine in 1928 and the event influenced modern science.,"[""NASA developed a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6942,Google launched a satellite in 1905 and the event influenced modern science.,"[""Google launched a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6943,Marie Curie developed a satellite in 2024 and the event influenced modern science.,"[""Marie Curie developed a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6944,Einstein discovered a vaccine in 1905 and the event influenced modern science.,"[""Einstein discovered a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6945,Google launched relativity in 1905 and the event influenced modern science.,"[""Google launched relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6946,NASA developed relativity in 1947 and the event influenced modern science.,"[""NASA developed relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6947,NASA discovered gravity in 2020 and the event influenced modern science.,"[""NASA discovered gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6948,Google announced a framework in 1969 and the event influenced modern science.,"[""Google announced a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6949,Einstein announced relativity in 2020 and the event influenced modern science.,"[""Einstein announced relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6950,Einstein announced a vaccine in 2020 and the event influenced modern science.,"[""Einstein announced a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6951,WHO developed relativity in 2024 and the event influenced modern science.,"[""WHO developed relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6952,Google discovered a vaccine in 1905 and the event influenced modern science.,"[""Google discovered a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
